,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
248896,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Militus Inc.,0.9224117327615042,2016,2016,Irvine,CA
248904,6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"boostr, inc",0.8640840229276883,2015,2015,Los Gatos,CA
248950,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpsMx,0.9073135422930854,2016,2016,Sunnyvale,CA
248951,6,111.0,0.0,111.0,0.0,0.0,0.0,0.0,Blue Hexagon Inc.,0.8466767252860778,2017,2017,Sunnyvale,CA
248954,6,56.6,2.0,56.6,0.0,0.0,0.0,0.0,"LevelTen Energy, Inc.",0.9277306504790112,2016,2016,Seattle,WA
249038,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kalahari Biltong,0.8971491473606279,2015,2015,Cambridge,MA
249074,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,"Snappy Kraken, LLC",0.9299480080651016,2016,2016,Ormond Beach,CA
249188,7,32.90000000000001,3.2,32.90000000000001,0.0,0.0,0.0,0.0,"Hasura, Inc.",0.9308524754920589,2017,2017,Palo Alto,CA
249205,1,3.5,3.5,3.5,0.0,0.0,0.0,0.0,Torch 3d Inc.,0.825024728518855,2017,2017,Portland,OR
249351,2,36.0,0.0,36.0,0.0,0.0,0.0,0.0,Hiya Inc.,0.9122422979516612,2016,2016,Seattle,WA
249356,4,50.0,0.0,50.0,0.0,0.0,0.0,0.0,Perfect Corp.,0.8095220091580524,2014,2014,San Jose,CA
249377,2,5.7,0.0,5.7,0.0,0.0,0.0,0.0,Intelligo Group,0.879638878785312,2014,2014,New York,NY
249394,6,47.4,11.4,47.4,0.0,0.0,0.0,0.0,"First Mile Group, Inc.",0.7981102769309474,2015,2015,New York,NY
249425,6,6.0,6.0,6.0,0.0,0.0,0.0,0.0,"Amberdata, Inc.",0.8899706346738794,2017,2017,Palo Alto,CA
249432,6,33.75,16.799999999999994,33.75,0.0,0.0,0.0,0.0,"NYIAX, Inc.",0.8617800271224529,2016,2016,New York,NY
249439,2,18.6,3.6,18.6,0.0,0.0,0.0,0.0,Honcker Inc.,0.7888067665337941,2016,2016,New York,NY
249443,5,12.18,1.25,8.75,0.0,0.0,0.0,0.0,"Neuroflow, Inc.",0.7933097124985784,2017,2017,Philadelphia,PA
249451,24,4002.0,0.0,770.0,0.0,0.0,0.0,0.0,"Fair Servicing, LLC",0.7945756520638609,2016,2016,Santa Monica,CA
249499,1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,Oliver Cabell,0.7243183465429603,2016,2016,Minneapolis,MN
249655,1,10.1,0.0,10.1,0.0,0.0,0.0,0.0,"Voltus, Inc.",0.8208494114251833,2016,2016,San Francisco,CA
249720,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Burbio, Inc.",0.8835017592145545,2013,2013,New York,NY
249766,2,13.6,0.0,13.6,0.0,0.0,0.0,0.0,Cloud Assessments,0.7525266607816893,2017,2017,Keller,TX
249769,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Connatix Native Exchange Limited,0.7898194030832854,2014,2014,New York,NY
249789,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,"Nimble Rx, Inc.",0.8394021085801675,2014,2014,Menlo Park,CA
249812,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"OAREX Capital Markets, Inc.",0.7939990526592791,2012,2012,Cleveland,OH
249832,1,6.34,0.0,6.34,0.0,0.0,0.0,0.0,UniZ Technology LLC,0.7335990702912206,2014,2014,San Diego,CA
249835,4,13.0,13.0,13.0,0.0,0.0,0.0,0.0,"Scoutible, Inc.",0.8457445348406466,2015,2015,Walnut Creek,CA
249882,2,2.91,0.0,0.0,0.0,0.0,0.0,0.0,"Gro Intelligence, Inc.",0.6047480626196787,2014,2014,New York,NY
249928,5,5.3,3.3,3.3,0.0,0.0,0.0,0.0,MakuSafe Corp.,0.9409558224013284,2016,2016,West Des Moines,IA
249932,3,4.0,4.0,4.0,0.0,0.0,0.0,0.0,"Mented Cosmetics, Inc.",0.8138108386234124,2017,2017,New York,NY
249944,7,8.26,8.26,8.26,0.0,0.0,0.0,0.0,Pair Eyewear Inc.,0.8896780868384045,2017,2017,New York,NY
249993,2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"Drift Marketplace, Inc.",0.8310754779514651,2015,2015,Seattle,WA
250005,2,12.7,2.7,2.7,0.0,0.0,0.0,0.0,Templum Inc.,0.8730213579545136,2017,2017,New York,NY
250008,2,50.0,0.0,0.0,0.0,0.0,1.0,0.0,ClaimKit LLC,0.8221472631055168,2016,2016,Overland Park,KS
250029,3,4.4,3.9,3.9,0.0,0.0,0.0,0.0,Blue Canoe Learning Inc.,0.8227368477520394,2016,2016,Bellevue,WA
250388,3,9.6,2.3,9.6,0.0,0.0,0.0,0.0,Waycare Technologies Ltd.,0.9400942305183952,2016,2016,Los Angeles,CA
250404,6,13.2,11.0,11.0,0.0,0.0,0.0,0.0,"ArtistWorks, Inc.",0.9155653766640146,2008,2008,Napa,CA
250432,6,47.62,7.12,47.62,0.0,0.0,1.0,0.0,Rylo Inc.,0.8838826292771269,2015,2015,San Francisco,CA
250457,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heleo,0.9110483559650636,2015,2015,New York,NY
250574,2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"PandaTree, Inc.",0.8634210421066889,2014,2014,Palo Alto,CA
250584,2,52.0,0.0,52.0,0.0,0.0,0.0,0.0,"Built Technologies, Inc.",0.7791779832444601,2014,2014,Nashville,TN
250601,1,9.8,0.0,9.8,0.0,0.0,0.0,0.0,"Aquaro Histology, Inc.",0.9122976482650852,2014,2014,Ann Arbor,MI
250606,2,11.56,0.0,10.0,0.0,0.0,0.0,0.0,FetchMD,0.7266688876827745,2015,2015,San Antonio,TX
250628,8,10.94,10.94,10.94,0.0,0.0,0.0,0.0,Passionflix Inc.,0.9288796596392904,2016,2016,Los Angeles,CA
250661,5,90.2,0.0,86.0,0.0,0.0,0.0,0.0,"PathAI, Inc.",0.8189549918690758,2016,2016,Boston,MA
250687,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vendekin Technologies Inc.,0.8753192759511558,2016,2016,Dover,DE
250689,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,"Vagupu, Inc.",0.8193499909841631,2015,2015,San Jose,CA
250696,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TeamFusion, Inc.",0.8985337504619432,2015,2015,Calabasas,CA
250722,3,0.79,0.74,0.74,0.0,0.0,0.0,0.0,Sunlight Technologies Limited,0.8760566018562294,2016,2016,San Francisco,CA
250741,2,2.7,2.7,2.7,0.0,0.0,0.0,0.0,"ImpactVision, Inc.",0.8093084915196227,2015,2015,San Francisco,CA
250747,6,4.6,3.34,3.34,0.0,0.0,0.0,0.0,Sift Healthcare,0.7615743866551884,2017,2017,Milwaukee,WI
250764,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,"Alpine Start, Inc.",0.7879535379517371,2015,2015,Boulder,CO
250785,3,5.43,2.1,2.1,0.0,0.0,0.0,0.0,"Pienso, Inc.",0.9086730865646108,2016,2016,Brooklyn,NY
250814,4,14.26,0.0,0.0,0.0,0.0,0.0,0.0,"Graphen, Inc.",0.8375455333714882,2017,2017,New York,NY
250832,2,5.0,5.0,5.0,0.0,0.0,0.0,0.0,Hevo Data Inc.,0.8195292165166167,2016,2016,San Francisco,CA
250856,6,60.0,4.0,60.0,0.0,0.0,0.0,0.0,Rightway Healthcare Inc.,0.8823139280083409,2017,2017,New York,NY
251054,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,Intersection Co.,0.8552688996068589,2015,2015,New York,NY
251117,7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Powerful Foods LLC,0.10746474502964552,2013,2013,Miami,FL
251153,1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,"Matic Insurance Services, Inc.",0.8457049405586965,2014,2014,Sherman Oaks,CA
251214,2,2.5,2.5,2.5,0.0,0.0,0.0,0.0,Vidrovr,0.8879602044778222,2016,2016,New York,NY
251234,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,"V3 Commodities Group, LLC",0.8053406982254907,2016,2016,New York,NY
251235,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday Boot Company,0.737417763181518,2014,2014,New York,NY
251294,4,6.0,3.0,3.0,0.0,0.0,0.0,0.0,"Bravely, Inc.",0.9216841771996334,2017,2017,New York,NY
251295,4,32.5,2.5,8.5,0.0,0.0,0.0,0.0,"Enview, Inc.",0.8017597191192397,2015,2015,San Francisco,CA
251303,4,8.28,8.28,8.28,0.0,0.0,0.0,0.0,"NuID, Inc.",0.9270297850114864,2017,2017,Seattle,WA
251307,4,27.800000000000004,11.2,27.800000000000004,0.0,0.0,0.0,0.0,"Rollick Outdoor, Inc.",0.8807399903439199,2017,2017,Austin,TX
251331,2,1.6,1.0,1.0,0.0,0.0,0.0,0.0,"Modern Adventure, LLC",0.7692501059256738,2017,2017,Portland,OR
251340,8,135.36,0.0,60.0,0.0,0.0,0.0,0.0,Crux Informatics Inc.,0.6616553004607579,2017,2017,New York,NY
251343,12,3.0000000000000004,1.5,1.5,0.0,0.0,0.0,0.0,AdvicePay Inc.,0.8904529540984534,2016,2016,Bozeman,MT
251391,2,4.37,3.7,3.7,0.0,0.0,0.0,0.0,One Model Inc.,0.7463569133784531,2014,2014,Austin,TX
251403,3,13.7,2.0,13.7,0.0,0.0,0.0,0.0,"Realtime Robotics, Inc.",0.7984846114041599,2016,2016,Boston,MA
251405,4,5.06,3.8,3.8,0.0,0.0,0.0,0.0,"FinPay Holdings, L.L.C.",0.8762761295833202,2015,2015,King of Prussia,PA
251452,21,348.72,7.5,307.5,0.0,0.0,0.0,0.0,"ScaleFactor, Inc.",0.8840960432185195,2014,2014,Austin,TX
251453,4,107.0,7.0,107.0,0.0,0.0,0.0,0.0,Covariant,0.8195126784265157,2017,2017,Berkeley,CA
251544,2,30.0,0.0,30.0,0.0,0.0,0.0,0.0,"Broker Genius, Inc.",0.8742897720738008,2013,2013,New York,NY
251550,2,20.0,0.0,0.0,0.0,0.0,1.0,0.0,"Flightdocs, Inc.",0.9299609460579426,2003,2003,Bonita Springs,FL
251567,7,38.0,0.0,30.0,0.0,0.0,0.0,0.0,"Enveil, Inc.",0.8806851174205012,2016,2016,Fulton,MD
251604,5,118.9,5.800000000000002,13.6,0.0,0.0,0.0,0.0,Kenzie Academy Inc.,0.9210529784905708,2017,2017,Indianapolis,IN
251610,4,13.06,0.0,0.0,0.0,0.0,0.0,0.0,Nexa3D Inc.,0.7579174026178654,2016,2016,Ventura,CA
251630,8,23.16,23.16,23.16,0.0,0.0,0.0,0.0,"Dev/Con Detect, Inc.",0.4055588956849613,2016,2016,Memphis,TN
251760,4,1.7300000000000002,0.83,0.83,0.0,0.0,0.0,0.0,"Blok24, Inc.",0.9045339255449256,2016,2016,Bellevue,WA
251762,9,1.53,0.45,0.45,0.0,0.0,0.0,0.0,"Baarb, Inc.",0.8204242945126279,2016,2016,Los Angeles,CA
251864,11,177.2,0.0,176.0,0.0,0.0,0.0,0.0,"Kneron, Inc.",0.9018013306275301,2015,2015,San Diego,CA
251868,1,3.6,0.0,3.6,0.0,0.0,0.0,0.0,"Green Rush Group, Inc.",0.9021276291293068,2014,2014,San Mateo,CA
251875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maguire & Fish, Inc.",0.8472885581391516,2015,2015,San Francisco,CA
251879,6,11.5,1.5,1.5,0.0,0.0,0.0,0.0,"Relode, LLC",0.8900990911439071,2014,2014,Brentwood,TN
251932,1,18.0,0.0,18.0,0.0,0.0,0.0,0.0,"Quantum Circuits, Inc.",0.626799572621607,2015,2015,New Haven,CT
251934,4,40.0,0.0,40.0,0.0,0.0,0.0,0.0,HUM Nutrition Inc.,0.8360850603610054,2012,2012,West Hollywood,CA
252079,2,0.5,0.0,0.0,0.0,0.0,1.0,100.0,Native Cos.,0.8805390793545407,2015,2015,San Francisco,CA
252088,4,7.0,7.0,7.0,0.0,0.0,0.0,0.0,"ReFirm Labs, Inc.",0.8066380869867595,2017,2017,Fulton,MD
252102,5,22.98,0.0,0.0,0.0,0.0,0.0,0.0,"Wellthy, Inc.",0.8746572720253273,2014,2014,New York,NY
252111,1,7.0,0.0,7.0,0.0,0.0,0.0,0.0,CY Vision,0.8874720809577268,2016,2016,San Jose,CA
252119,1,2.3,2.3,2.3,0.0,0.0,0.0,0.0,"Genialis, Inc.",0.8240348471971908,2013,2013,Houston,TX
252124,2,20.35,5.35,20.35,0.0,0.0,0.0,0.0,Medigate,0.9065195556102028,2017,2017,New York,NY
252207,1,2.2,2.2,2.2,0.0,0.0,0.0,0.0,"Askwithcue, Inc.",0.8198551274705294,2016,2016,Seattle,WA
252243,1,12.0,0.0,12.0,0.0,0.0,1.0,0.0,"Assemble Systems, LLC",0.9051162893100664,2011,2011,Houston,TX
252266,4,10.98,2.8,2.8,0.0,0.0,0.0,0.0,"Cinchkey, Inc.",0.8513258462450632,2017,2017,New York,NY
252309,9,4.1400000000000015,0.0,0.0,0.0,0.0,1.0,0.0,ProcessOut Inc.,0.8964363526165073,2015,2015,New York,NY
252332,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,"GoHopscotch, Inc.",0.8373826644290961,2014,2014,El Segundo,CA
252368,10,193.0,18.0,193.0,0.0,0.0,0.0,0.0,"At-Bay, Inc.",0.7299775487187319,2016,2016,Mountain View,CA
252372,2,30.0,0.0,30.0,0.0,0.0,0.0,0.0,Axios Media Inc.,0.9219951876275604,2016,2016,Arlington,VA
252407,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Local Content, Inc.",0.8768648213139173,2014,2014,Chicago,IL
252410,4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,"Tortuga Logic, Inc.",0.8676743162409917,2013,2013,San Diego,CA
252460,4,6.299999999999999,6.299999999999999,6.299999999999999,0.0,0.0,0.0,0.0,"Edmit, Inc.",0.8597624020616441,2017,2017,Boston,MA
252545,7,56.0,6.0,26.0,0.0,0.0,0.0,0.0,"AISense, Inc.",0.7616057609586404,2016,2016,Los Altos,CA
252550,2,9.5,0.0,0.0,0.0,0.0,0.0,0.0,"Talenya, Inc.",0.862231527544003,2017,2017,Hoboken,NJ
252605,6,21.0,0.0,10.48,0.0,0.0,0.0,0.0,"Little Star Media, Inc.",0.8841944640618375,2013,2013,New York,NY
252654,4,2.4,2.4,2.4,0.0,0.0,0.0,0.0,Magic AI Corp.,0.7172379060319614,2017,2017,Seattle,WA
252711,2,5.5,0.0,5.5,0.0,0.0,0.0,0.0,Kona Deep Corporation,0.8351218663648503,2015,2015,Kailua-Kona,HI
252713,1,1.3,1.3,1.3,0.0,0.0,0.0,0.0,Overclock Labs,0.9522944194261967,2015,2015,San Francisco,CA
252811,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Princeton Lightwave, Inc.",0.9323531505206726,2000,2000,Cranbury,NJ
252844,2,58.0,0.0,0.0,0.0,0.0,0.0,0.0,"One Night, LLC",0.6784111674603668,2016,2016,New York,NY
252858,26,889.48,25.95,517.95,0.0,0.0,0.0,0.0,NS8 Inc.,0.7697961144301001,2016,2016,Las Vegas,NV
252926,1,1.15,1.15,1.15,0.0,0.0,0.0,0.0,Douugh,0.7624137613861373,2016,2016,San Francisco,CA
252929,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Marinalife, LLC",0.93545824582167,2000,2000,Baltimore,MD
252948,4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"Shoobx, Inc.",0.8864990651974726,2013,2013,Boston,MA
253025,6,38.0,6.0,6.0,0.0,0.0,0.0,0.0,Infibond Ltd.,0.3166663332334627,2013,2013,Menlo Park,CA
253071,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Securable.io,0.8480427066889128,2015,2015,Cleveland Heights,OH
253150,2,0.0,0.0,0.0,0.0,0.0,1.0,30.0,"HelloGiggles.com, LLC",0.9216956466798288,2013,2013,Los Angeles,CA
253169,2,26.75,0.25,26.75,0.0,0.0,0.0,0.0,Venture Smarter Inc.,0.8122179660306481,2017,2017,Cincinnati,OH
253198,8,5.319999999999999,0.3200000000000001,0.3200000000000001,0.0,0.0,0.0,0.0,HipExplore Inc.,0.8889124587842255,2016,2016,San Jose,CA
253206,1,0.35,0.35,0.35,0.0,0.0,0.0,0.0,AirRun,0.8867693511950483,2017,2017,Chicago,IL
253226,1,0.0,0.0,0.0,0.0,0.0,1.0,6.0,"Open Me, Inc.",0.7731367335621797,2013,2013,Los Angeles,CA
253320,2,21.1,0.0,2.7,0.0,0.0,0.0,0.0,"Rx Savings, LLC",0.8307933636731806,2012,2012,Overland Park,KS
253347,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SwingxSwing Golf, Inc.",0.8269847747852814,2010,2010,Hartford,CT
253377,5,14.5,0.8,0.8,0.0,0.0,0.0,0.0,"Bytemark, Inc.",0.9077157430114392,2011,2011,New York,NY
253499,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,Omniex,0.7071530199921552,2017,2017,Palo Alto,CA
253508,6,28.6,5.6,20.6,0.0,0.0,0.0,0.0,"Instrumental, Inc.",0.8797866587939673,2015,2015,Los Altos,CA
253509,6,9.6,8.0,8.0,0.0,0.0,0.0,0.0,Insurdata Corporation,0.8996365055432232,2017,2017,Denver,CO
253510,2,2.62,2.62,2.62,0.0,0.0,0.0,0.0,ApolloShield Anti-Drone Systems,0.7251471772062186,2015,2015,Palo Alto,CA
253511,2,13.0,2.0,13.0,0.0,0.0,0.0,0.0,"Nautilus Labs, Inc.",0.7495678889120541,2016,2016,New York,NY
253512,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Cloudastructure Inc.,0.7765011787002216,2013,2013,Redwood City,CA
253518,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,"Core 10, Inc.",0.7317950761516048,2016,2016,Franklin,TN
253538,3,15.0,0.0,15.0,0.0,0.0,0.0,0.0,"Incredible Health, Inc.",0.7712067884321054,2017,2017,San Francisco,CA
253541,6,5.0,5.0,5.0,0.0,0.0,0.0,0.0,"Stride Travel, Inc.",0.7643071753272973,2014,2014,San Francisco,CA
253548,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lasting,0.8731028811332603,2017,2017,New York,NY
253552,2,2.9,2.9,2.9,0.0,0.0,1.0,0.0,"Ivy, Inc.",0.7506842050171361,2016,2016,San Francisco,CA
253571,2,10.0,0.0,10.0,0.0,0.0,0.0,0.0,Emu Technology,0.8045574424738462,2014,2014,New York,NY
253600,2,2.1,0.0,2.1,0.0,0.0,0.0,0.0,"FieldLevel, Inc.",0.7992504610572206,2008,2008,Solana Beach,CA
253609,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"Constellation Digital Partners, LLC",0.8285054510494911,2017,2017,Raleigh,NC
253611,4,10.0,4.0,10.0,0.0,0.0,1.0,0.0,NexLP Inc.,0.8874092143272581,2014,2014,Chicago,IL
253619,6,50.4,15.9,50.4,0.0,0.0,0.0,0.0,"Alyce, Inc.",0.823056553183859,2015,2015,Boston,MA
253624,3,12.6,0.0,0.0,0.0,0.0,0.0,0.0,Fenix International Inc.,0.8687039281301135,2009,2009,San Francisco,CA
253663,2,0.54,0.54,0.54,0.0,0.0,0.0,0.0,"StartStopMove, Inc.",0.882478068938204,2016,2016,Durham,NC
253672,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontdesk Anywhere,0.8365253209818061,2009,2009,San Francisco,CA
253726,3,157.0,0.0,157.0,0.0,0.0,0.0,0.0,"Hims, Inc.",0.7728107461879814,2017,2017,San Francisco,CA
253738,1,27.0,0.0,0.0,0.0,0.0,1.0,0.0,Vital Proteins LLC,0.871350414111111,2013,2013,Chicago,IL
253826,5,6.6800000000000015,0.63,6.630000000000001,0.0,0.0,0.0,0.0,"SmashToast, Inc.",0.9281546307743882,2014,2014,St. Louis,MO
253859,4,6.04,6.04,6.04,0.0,0.0,0.0,0.0,BlazingDB Inc.,0.8316396398231717,2015,2015,Houston,TX
253963,6,3.2,3.0,3.0,0.0,0.0,1.0,0.0,Zego,0.8690353375872947,2017,2017,Kansas City,MO
253988,2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Cooler Screens Inc.,0.85861529935869,2017,2017,Chicago,IL
254009,2,10.5,0.0,10.5,0.0,0.0,0.0,0.0,"Collab, Inc.",0.9350082796834854,2012,2012,Los Angeles,CA
254013,6,57.22,0.0,55.2,0.0,0.0,0.0,0.0,nTopology Inc.,0.9360810300329702,2015,2015,New York,NY
254020,1,0.22,0.22,0.22,0.0,0.0,0.0,0.0,"Real Labs Technology, Inc",0.8360066372817834,2016,2016,San Francisco,CA
254025,2,0.44,0.44,0.44,0.0,0.0,0.0,0.0,Hackerbay Inc.,0.8383437185903327,2016,2016,Palo Alto,CA
254027,1,1.5,1.5,1.5,0.0,0.0,0.0,0.0,Missionmark,0.9249184528465564,2016,2016,San Francisco,CA
254051,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Shelf.com, Inc.",0.8693173506721094,2016,2016,San Francisco,CA
254069,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Elves Inc.,0.9297054965986156,2016,2016,Atlanta,GA
254132,2,7.4,2.4,2.4,0.0,0.0,0.0,0.0,"Tortuga Agricultural Technologies, Inc.",0.8840575442643164,2016,2016,Denver,CO
254152,11,40.32000000000001,1.98,1.98,0.0,0.0,0.0,0.0,GrandPAD Inc.,0.9350813139932548,2014,2014,Orange,CA
254269,2,0.9,0.9,0.9,0.0,0.0,0.0,0.0,Filmhub,0.640007247194524,2014,2014,Santa Monica,CA
254310,3,1.42,1.3199999999999998,1.3199999999999998,0.0,0.0,0.0,0.0,"Rooster, Inc.",0.8804928097655262,2017,2017,Albany,NY
254453,2,0.24,0.24,0.24,0.0,0.0,0.0,0.0,MarketMan Inc.,0.6326575609766805,2015,2015,Englewood Cliffs,NJ
254461,2,6.0,6.0,6.0,0.0,0.0,0.0,0.0,"Inflect, Inc.",0.8242959902215645,2016,2016,San Francisco,CA
254582,2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,Sanctuary,0.8827833458868346,2017,2017,Los Angeles,CA
254614,8,36.84,4.84,36.84,0.0,0.0,0.0,0.0,PullRequest Inc.,0.9018226821120792,2017,2017,Austin,TX
254620,7,75.5,9.0,9.0,0.0,0.0,0.0,0.0,"Overhaul Group, Inc.",0.8531454658208155,2016,2016,Austin,TX
254659,1,1.2,1.2,1.2,0.0,0.0,0.0,0.0,PhoneWagon Inc.,0.8595001370523768,2017,2017,New York,NY
254667,7,43.5,0.0,16.0,0.0,0.0,0.0,0.0,"Apprentice FS, Inc.",0.9046669331549048,2014,2014,Jersey City,NJ
254672,1,0.6,0.6,0.6,0.0,0.0,0.0,0.0,"Maison de Mode, LLC",0.8441770950810037,2015,2015,New York,NY
254685,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automate IO Inc,0.8509952713201422,2016,2016,San Francisco,CA
254724,2,0.11,0.11,0.11,0.0,0.0,0.0,0.0,"Patient Pattern, Inc.",0.7264453640621565,2013,2013,Buffalo,NY
254726,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NadaMoo!,0.8366415256244654,2004,2004,Austin,TX
254727,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,Epic Health LLC,0.9029170447526652,2015,2015,Miami,FL
254810,1,3.3,3.3,3.3,0.0,0.0,0.0,0.0,"Clora, Inc.",0.8114296359575079,2016,2016,Cambridge,MA
254836,11,37.72,9.0,25.5,0.0,0.0,0.0,0.0,"Revl, Inc.",0.9129190014928386,2015,2015,San Francisco,CA
254957,4,68.0,0.0,68.0,0.0,0.0,0.0,0.0,"ShieldX Networks, Inc.",0.16233428451275794,2015,2015,San Jose,CA
254998,2,12.5,4.5,12.5,0.0,0.0,0.0,0.0,"PetChi, Inc.",0.8321563417712643,2016,2016,San Francisco,CA
255022,2,3.6,3.6,3.6,0.0,0.0,0.0,0.0,Lux Beauty Club,0.8680589546467017,2016,2016,New York,NY
255024,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Midas Touch MarQeting,0.8291521620377775,2017,2017,Atlanta,GA
255040,3,4.5,4.5,4.5,0.0,0.0,0.0,0.0,Fastlane LLC,0.8383985599887618,2016,2016,Dallas,TX
255055,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sequentum Inc.,0.8962905850685605,2014,2014,San Jose,CA
255113,31,267.71000000000004,5.4,229.4,0.0,0.0,0.0,0.0,SEVENROOMS INC.,0.7048190321966444,2011,2011,New York,NY
255127,6,16.7,16.5,16.5,0.0,0.0,0.0,0.0,Slingshot Aerospace Inc.,0.8827765027575527,2016,2016,Austin,TX
255128,2,4.0,4.0,4.0,0.0,0.0,1.0,0.0,Alchemy IoT Inc.,0.7613264454609225,2016,2016,Lafayette,CO
255135,4,40.0,10.0,40.0,0.0,0.0,0.0,0.0,"Descript, Inc.",0.8455683516008413,2017,2017,San Francisco,CA
255140,9,8.58,7.080000000000001,7.080000000000001,0.0,0.0,0.0,0.0,"Heartbeat Technologies, Inc",0.8737705038204652,2016,2016,Santa Monica,CA
255169,3,32.5,7.5,32.5,0.0,0.0,0.0,0.0,"Billie, Inc.",0.9070039809487372,2017,2017,New York,NY
255170,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Throtle, Inc.",0.8910275167792208,2015,2015,Red Bank,NJ
255257,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,RENEW Energy Partners LLC,0.5838794170874334,2013,2013,Boston,MA
255265,1,3.5,3.5,3.5,0.0,0.0,0.0,0.0,"Mirror AI, Inc.",0.8006488142108324,2017,2017,Palo Alto,CA
255274,2,10.8,10.8,10.8,0.0,0.0,0.0,0.0,"cClearly, Inc.",0.8717977722772108,2014,2014,New York,NY
255350,10,1005.0,14.0,505.0,0.0,0.0,0.0,0.0,"DivvyPay, Inc.",0.7950921806520432,2016,2016,Lehi,UT
255360,1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,Fanchest Inc.,0.9154440859563946,2015,2015,New York,NY
255364,2,10.2,0.0,8.0,0.0,0.0,0.0,0.0,Hawthorne Lab Inc.,0.8230181223544504,2017,2017,New York,NY
255439,2,6.6,3.1,3.1,0.0,0.0,0.0,0.0,"Girlboss Media, Inc.",0.9200874846486624,2014,2014,Los Angeles,CA
255441,3,1.29,0.0,0.0,0.0,0.0,0.0,0.0,Lightning AI,0.7826815969638116,2016,2016,San Francisco,CA
255446,2,1.38,0.0,0.0,0.0,0.0,0.0,0.0,"Qeepsake, Inc.",0.7344887694727971,2015,2015,Waltham,MA
255461,2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Sourcify,0.9074594822633946,2016,2016,San Diego,CA
255495,4,1.42,1.42,1.42,0.0,0.0,0.0,0.0,"Elemeno Health, Inc.",0.8697092360215667,2016,2016,Oakland,CA
255505,11,18.5,18.5,18.5,0.0,0.0,0.0,0.0,"Catalog Technologies, Inc.",0.874676322661457,2016,2016,Boston,MA
255509,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Vitally, Inc.",0.8648725366500125,2017,2017,New York,NY
255535,6,26.0,0.0,26.0,0.0,0.0,0.0,0.0,"Simbe Robotics, Inc.",0.7922712777049993,2014,2014,San Francisco,CA
255554,4,5.1,2.0,2.0,0.0,0.0,0.0,0.0,"PlayFull, Inc.",0.8660947873406496,2014,2014,Culver City,CA
