,dealcounts,dealsizeusdmn,seed_founding,firstrounds_founding,has_ipo,ipo_value,has_tradesale,tradesale_value,name,Strat_score,score_year,incyear,portfoliocompanycity,portfoliocompanystatecounty
139693,5,7.1,0.15,6.65,0.0,0.0,0.0,0.0,"EquityZen, Inc.",0.8749651153829954,2013,2013,New York,NY
139694,4,9.43,1.83,8.83,0.0,0.0,0.0,0.0,"Waggl, Inc.",0.8443389271554864,2014,2014,Sausalito,CA
139703,1,135.0,0.0,135.0,0.0,0.0,0.0,0.0,"Alignment Healthcare USA, LLC",0.745193599635981,2013,2013,Orange,CA
139710,4,13.4,3.4,13.4,0.0,0.0,0.0,0.0,Electric Objects Inc.,0.8867847447340663,2014,2014,New York,NY
139775,12,50.81999999999999,3.3,47.3,0.0,0.0,0.0,0.0,"Halo Neuro, Inc.",0.898086065458813,2013,2013,San Francisco,CA
139779,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OG Systems LLC,0.9236660117163372,2005,2005,Chantilly,VA
139881,4,25.0,0.0,10.0,0.0,0.0,1.0,0.0,"Lecorpio, LLC",0.8359471569489141,2006,2006,Fremont,CA
139956,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pipely Inc.,0.9025005831855192,2010,2010,San Francisco,CA
140032,3,15.5,0.0,15.5,0.0,0.0,1.0,0.0,"Coin, Inc.",0.8380014779250746,2012,2012,San Francisco,CA
140036,2,7.6,1.8,7.6,0.0,0.0,0.0,0.0,Kurbo Health,0.8672561010166234,2013,2013,Palo Alto,CA
140059,6,10.0,4.0,4.0,0.0,0.0,0.0,0.0,BankerBay Technologies,0.8722793208171215,2012,2012,Redwood City,CA
140060,9,140.0,5.0,115.0,0.0,0.0,0.0,0.0,"Area 1 Security, Inc.",0.8795113306947633,2013,2013,Redwood City,CA
140061,6,3.5,3.5,3.5,0.0,0.0,1.0,0.0,"Allclasses, Inc.",0.8287191325705686,2013,2013,Boston,MA
140096,4,56.15000000000001,5.15,56.15000000000001,0.0,0.0,0.0,0.0,Aceable Inc.,0.8975739896771344,2013,2013,Austin,TX
140163,8,118.85,3.0,83.25,0.0,0.0,0.0,0.0,"Fever Labs, Inc.",0.8272753639812305,2012,2012,New York,NY
140172,6,145.9,3.9,5.9,0.0,0.0,1.0,70.0,nPulse Technologies,0.9256877408713636,2011,2011,Charlottesville,VA
140174,12,202.41,9.0,202.41,0.0,0.0,0.0,0.0,"Igneous Systems, Inc.",0.8784975774628322,2013,2013,Seattle,WA
140195,25,35.25,21.75,33.75,0.0,0.0,1.0,0.0,"Dubset Media Holdings, Inc.",0.8704494213666962,2010,2010,San Francisco,CA
140214,18,89.7,3.9,70.8,0.0,0.0,0.0,0.0,"ViralGains, Inc.",0.8792006436085875,2012,2012,Boston,MA
140270,3,9.8,2.1,9.3,0.0,0.0,0.0,0.0,Healthcrowd LLC,0.8581347475409029,2011,2011,San Mateo,CA
140283,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Voltage Coffee & Art,0.9050253738415648,2010,2010,Cambridge,MA
140295,20,86.0,0.0,66.44,0.0,0.0,0.0,0.0,Entefy Inc.,0.7854777172425,2012,2012,Palo Alto,CA
140343,9,0.36,0.36,0.36,0.0,0.0,1.0,0.0,Appetas,0.8930556929596826,2012,2012,Seattle,WA
140383,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Spendship, LLC",0.9420904258627816,2013,2013,Nashville,TN
140560,12,47.6,3.0,27.0,0.0,0.0,0.0,0.0,Shareablee Inc.,0.8149159847505251,2013,2013,New York,NY
140574,1,3.38,3.38,3.38,0.0,0.0,0.0,0.0,Respect Network,0.8209508354896873,2011,2011,San Francisco,CA
140581,1,60.0,0.0,60.0,0.0,0.0,0.0,0.0,Swagbucks,0.9324352089348658,2008,2008,Manhattan Beach,CA
140593,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"StoreFinancial Services, LLC",0.7937063139824427,2003,2003,Overland Park,KS
140632,2,9.1,0.0,9.1,0.0,0.0,0.0,0.0,Keywee,0.8296462623980897,2013,2013,New York,NY
140682,4,8.0,1.5,8.0,0.0,0.0,0.0,0.0,"YouEarnedIt, Inc.",0.8374441066361961,2013,2013,Austin,TX
140694,2,0.48,0.34,0.34,0.0,0.0,0.0,0.0,Tracour,0.8996606832288191,2013,2013,Cincinnati,OH
140697,2,8.36,0.0,8.36,0.0,0.0,1.0,0.0,"RapidValue Solutions, Inc.",0.7418561221153165,2009,2009,Pleasanton,CA
140803,9,12.18,0.17999999999999994,12.18,0.0,0.0,0.0,0.0,Wearhaus Inc.,0.8459810713585648,2013,2013,Berkeley,CA
140817,6,6.5,1.5,1.5,0.0,0.0,0.0,0.0,Mozio Inc.,0.8493558485514144,2012,2012,San Francisco,CA
140818,22,2045.56,3.0,226.5,0.0,0.0,1.0,400.0,"Giphy, Inc.",0.7819464671524239,2013,2013,New York,NY
140897,12,256.0,0.0,256.0,0.0,0.0,0.0,0.0,"OpenGov, Inc.",0.8138821952668989,2012,2012,Redwood City,CA
140988,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Everpurse,0.8887749989351702,2012,2012,Chicago,IL
140994,13,337.0,0.0,337.0,0.0,0.0,0.0,0.0,"6Sense Insights, Inc.",0.8181050703955994,2013,2013,San Francisco,CA
141000,4,4.86,0.0,0.0,0.0,0.0,1.0,0.0,"AlwaysOnVacation, Inc.",0.7886323066350449,2006,2006,San Ramon,CA
141095,6,81.75,0.0,81.75,0.0,0.0,0.0,0.0,"Captora, Inc.",0.8342624452202761,2012,2012,Mountain View,CA
141148,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cool Energy,0.8476874254848147,2006,2006,Boulder,CO
141243,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Teliportme,0.7591095880725505,2010,2010,Mountain View,CA
141247,4,8.11,0.0,0.0,0.0,0.0,0.0,0.0,Edisun Heliostats,0.9374144634128488,2013,2013,Pasadena,CA
141325,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,Golgi,0.8926560006563096,2014,2014,San Francisco,CA
141459,9,13.650000000000002,3.1499999999999995,13.650000000000002,0.0,0.0,0.0,0.0,"Clariture Health, Inc.",0.8298231708840283,2013,2013,Nashville,TN
141465,5,5.65,2.17,2.17,0.0,0.0,1.0,0.0,"Filament Labs, Inc.",0.7291809712705348,2013,2013,Austin,TX
141471,6,43.55,0.1,0.1,0.0,0.0,0.0,0.0,Skycatch,0.8841601629385138,2013,2013,San Francisco,CA
141593,17,41.21,15.1,29.1,0.0,0.0,0.0,0.0,"Brideside, Inc.",0.8045708220656376,2013,2013,Chicago,IL
141669,12,265.76,0.0,133.11,1.0,70.0,0.0,0.0,"Twist Bioscience, Inc.",0.9107722138629124,2013,2013,San Francisco,CA
141806,4,2.52,0.02,2.52,0.0,0.0,0.0,0.0,SunFunder Inc.,0.7832712616537794,2012,2012,San Francisco,CA
141935,4,11.1,2.0,11.1,0.0,0.0,1.0,57.0,"Rentlytics, Inc.",0.9320762427989944,2013,2013,San Francisco,CA
142036,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Gimbal, Inc.",0.8659116976250385,2014,2014,San Diego,CA
142037,9,1479.95,0.0,319.95,0.0,0.0,0.0,0.0,"Open Door Labs, Inc.",0.6729772519783586,2014,2014,San Francisco,CA
142053,4,9.6,0.0,9.6,0.0,0.0,0.0,0.0,"NovoEd, Inc.",0.8705232503973763,2013,2013,San Francisco,CA
142074,5,170.0,0.0,40.0,0.0,0.0,1.0,0.0,BitFury Group Limited,0.8983499345222684,2011,2011,San Francisco,CA
142169,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goDog Fetch,0.9290836240089839,2013,2013,San Diego,CA
142173,6,4.17,2.25,2.25,0.0,0.0,0.0,0.0,"Grove Labs, Inc.",0.9008358563287808,2013,2013,Somerville,MA
142174,4,0.5,0.0,0.5,0.0,0.0,1.0,0.0,"STACK Media, Inc.",0.8295530219900262,2005,2005,Cleveland,OH
142296,3,4.5,0.0,4.5,0.0,0.0,0.0,0.0,Fishidy,0.8688882378800331,2011,2011,Madison,WI
142455,4,18.2,4.2,18.2,0.0,0.0,0.0,0.0,"Dinner Lab, Inc.",0.8839180741659813,2012,2012,New Orleans,LA
142589,15,141.06,6.059999999999999,87.05999999999997,0.0,0.0,1.0,165.0,"Cyber X, Inc.",0.8062210417521408,2012,2012,Waltham,MA
142599,6,9.0,9.0,9.0,0.0,0.0,0.0,0.0,Buzzoola,0.9808678403089256,2011,2011,New York,NY
142697,4,6.8,6.8,6.8,0.0,0.0,1.0,0.0,"Triblio, Inc.",0.849702379863684,2013,2013,Reston,VA
142728,1,1.8,1.8,1.8,0.0,0.0,1.0,0.0,Curriculet,0.8544715045398699,2012,2012,San Francisco,CA
142823,16,2040.0,0.0,450.0,0.0,0.0,0.0,0.0,"Affirm, Inc.",0.8724234506168017,2012,2012,San Francisco,CA
142836,15,741.75,6.75,741.75,0.0,0.0,0.0,0.0,"Mesosphere, Inc.",0.09006770625246881,2013,2013,San Francisco,CA
142929,3,6.1,1.0,6.1,0.0,0.0,0.0,0.0,Ringly Inc.,0.9143192055318168,2013,2013,New York,NY
142940,7,119.53,4.53,71.53,0.0,0.0,0.0,0.0,"TurnKey Vacation Rentals, Inc.",0.8459126531131638,2012,2012,Austin,TX
142951,3,0.3,0.15,0.15,0.0,0.0,1.0,0.0,Splitforce,0.9462406888348605,2013,2013,New York,NY
142956,15,570.0,0.0,345.0,0.0,0.0,0.0,0.0,"Exabeam, Inc.",0.8480051294970681,2013,2013,San Mateo,CA
142997,8,0.32,0.32,0.32,0.0,0.0,1.0,0.0,"InfoActive Viz, Inc.",0.8358828463645853,2012,2012,Chicago,IL
143063,4,23.0,3.0,23.0,0.0,0.0,0.0,0.0,SourceClear,0.9215322035005634,2013,2013,Seattle,WA
143064,5,185.7,0.0,185.7,0.0,0.0,0.0,0.0,Light Labs Inc.,0.8280154619878342,2013,2013,Palo Alto,CA
143067,1,0.65,0.65,0.65,0.0,0.0,0.0,0.0,CrowdChat,0.8824964485203086,2012,2012,Palo Alto,CA
143084,12,29.90000000000001,2.9,29.90000000000001,0.0,0.0,0.0,0.0,"Octane Lending, Inc.",0.6967466617031335,2014,2014,New York,NY
143101,16,32.18000000000001,5.6,13.599999999999998,0.0,0.0,0.0,0.0,Knowledge Diffusion Inc.,0.9070162468687692,2013,2013,Baltimore,MD
143115,5,0.7,0.6,0.6,0.0,0.0,0.0,0.0,"Zerply, Inc.",0.9105564380835196,2010,2010,San Francisco,CA
143195,6,11.64,0.0,10.0,0.0,0.0,0.0,0.0,TOK.tv,0.8497750403312843,2012,2012,San Jose,CA
143207,3,6.0,0.0,0.0,0.0,0.0,1.0,0.0,Exelis,0.660413875009658,2011,2011,McLean,VA
143224,6,37.46000000000001,6.0,6.0,0.0,0.0,0.0,0.0,"OYO Sportstoys, Inc.",0.9059108546680888,2011,2011,Hudson,WI
143251,8,1084.66,0.0,0.0,0.0,0.0,0.0,0.0,Kaseya Limited,0.9157269981716464,2000,2000,Miami,FL
143343,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PhrazIt,0.8976900589484915,2008,2008,Cambridge,MA
143433,22,145.64,2.4,78.4,0.0,0.0,0.0,0.0,"GoSpotCheck, Inc.",0.9170191439306402,2011,2011,Denver,CO
143447,10,38.0,0.0,6.0,0.0,0.0,0.0,0.0,Card.com,0.6012900005122483,2012,2012,Santa Monica,CA
143471,5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Omedix,0.8472064808003159,2004,2004,Scottsdale,AZ
143486,2,0.05,0.05,0.05,0.0,0.0,0.0,0.0,Quantified Care,0.8057440767610954,2013,2013,Baltimore,MD
143487,8,102.8,3.4,102.8,0.0,0.0,0.0,0.0,"Wizeline, Inc.",0.8918841921445877,2013,2013,San Francisco,CA
143522,8,69.0,3.0,69.0,0.0,0.0,1.0,0.0,"Curbside, Inc.",0.8816778333467564,2013,2013,Palo Alto,CA
143523,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Findit,0.8530587554627138,2012,2012,Santa Clara,CA
143556,14,36.32,0.12,24.12,0.0,0.0,0.0,0.0,"Review Trackers, Inc.",0.7429035914376636,2012,2012,Chicago,IL
143570,12,93.16,0.0,82.19999999999997,0.0,0.0,0.0,0.0,Cloud Elements Inc.,0.5406632069189591,2012,2012,Denver,CO
143623,12,19.6,3.0,15.0,0.0,0.0,0.0,0.0,"Kloudless, Inc.",0.8718819113471841,2011,2011,Berkeley,CA
143693,8,121.16,6.0,102.0,0.0,0.0,0.0,0.0,Onapsis Inc.,0.8420022444999791,2009,2009,Boston,MA
143695,2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,"Help Get Sponsors, Inc.",0.8821002096917991,2012,2012,Raleigh,NC
143696,18,63.12000000000001,0.12,46.12000000000001,0.0,0.0,1.0,0.0,"BucketFeet, Inc.",0.891626237613257,2011,2011,Chicago,IL
143724,15,657.0,1.0,177.0,0.0,0.0,0.0,0.0,"Forge Global, Inc.",0.8589611911413538,2012,2012,San Francisco,CA
143751,5,8.450000000000001,0.45,6.45,0.0,0.0,0.0,0.0,"Airside Mobile, Inc.",0.9196356291101896,2009,2009,Arlington,VA
143825,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MediaOcean LLC,0.8651791636064221,2012,2012,New York,NY
143841,5,23.98,1.3,14.1,0.0,0.0,0.0,0.0,Project Cloudkey Inc.,0.9015677842932414,2013,2013,Los Angeles,CA
144061,3,13.3,1.3,13.3,0.0,0.0,1.0,51.0,"Lifi Labs, Inc.",0.8237347509949599,2012,2012,San Francisco,CA
144159,6,47.4,3.9,46.9,0.0,0.0,0.0,0.0,"Cargomatic, Inc.",0.8871866021984912,2013,2013,Long Beach,CA
144161,9,662.0,0.0,0.0,0.0,0.0,1.0,188.0,Seal Software Limited,0.90469686997999,2010,2010,Walnut Creek,CA
144187,13,62.0,4.0,58.0,0.0,0.0,0.0,0.0,"White Ops, Inc.",0.8155637653095201,2012,2012,New York,NY
144193,6,226.0,0.0,200.0,1.0,224.51,0.0,0.0,"Amlogic, Inc.",0.8259060009260677,2003,2003,Santa Clara,CA
144199,16,3.68,3.68,3.68,0.0,0.0,1.0,0.0,Encore Alert,0.6744747097550439,2013,2013,arlington,VA
144300,4,14.1,0.0,12.5,0.0,0.0,0.0,0.0,Coherent Path,0.8787747767489476,2012,2012,arlington,VA
144305,6,12.48,1.6,6.6,0.0,0.0,0.0,0.0,"eCurv, Inc.",0.9467342656773878,2011,2011,Cambridge,MA
144411,2,2.03,2.0,2.0,0.0,0.0,0.0,0.0,BlockScore,0.8722678712685707,2013,2013,Palo Alto,CA
144420,3,18.0,10.0,10.0,0.0,0.0,1.0,0.0,TapZen,0.8988599443787818,2012,2012,San Francisco,CA
144433,6,20.200000000000006,0.0,15.0,0.0,0.0,0.0,0.0,"TalentSky, Inc.",0.8975510354517716,2013,2013,Redwood City,CA
144484,6,6.25,3.0,3.0,0.0,0.0,1.0,0.0,Lofty Inc,0.8401579197192156,2013,2013,New York,NY
144513,1,0.35,0.0,0.0,0.0,0.0,1.0,0.0,Flikdate,0.8800823413814038,2012,2012,Kahului,HI
144554,2,43.0,1.0,1.0,0.0,0.0,1.0,42.0,Grow Mobile,0.5781829536466467,2012,2012,Menlo Park,CA
144562,2,6.45,5.15,5.15,0.0,0.0,0.0,0.0,Readz,0.8500857255234879,2011,2011,Woodland Hills,CA
144741,6,70.53999999999998,0.0,0.0,0.0,0.0,0.0,0.0,"Involta Holdings, LLC",0.8801010852826245,2007,2007,Cedar Rapids,IA
144797,2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,Enhanced Energy Group,0.7838925320614913,2011,2011,West Kingston,RI
144804,6,16.59,0.0,7.41,0.0,0.0,0.0,0.0,VoltServer Inc.,0.8264617681486797,2011,2011,East Greenwich,RI
144909,12,22.0,2.8,22.0,0.0,0.0,0.0,0.0,eRelevance Corporation,0.7458433126261058,2013,2013,Austin,TX
144911,4,29.200000000000006,1.5,19.8,0.0,0.0,0.0,0.0,"Luminoso Technologies, Inc.",0.24000381584446484,2010,2010,Cambridge,MA
144921,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RKG,0.903872433067908,2003,2003,Charlottesville,VA
144956,4,15.7,0.0,15.7,0.0,0.0,0.0,0.0,HMicro Inc.,0.9437257130064428,2008,2008,Fremont,CA
145052,3,0.53,0.53,0.53,0.0,0.0,1.0,0.0,"Primeloop, Inc.",0.8983194877335094,2012,2012,Las Vegas,NV
145232,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brilliant Worldwide, Inc.",0.8319224750775313,2012,2012,San Francisco,CA
145235,10,61.8,4.8,58.8,0.0,0.0,0.0,0.0,"Robin Powered, Inc.",0.8484172715498748,2014,2014,Boston,MA
145274,10,83.5,0.0,83.0,0.0,0.0,0.0,0.0,Applitools Ltd.,0.8780374765322163,2013,2013,San Mateo,CA
145350,8,73.38000000000002,0.0,60.0,0.0,0.0,0.0,0.0,CartoDB,0.944257002430138,2012,2012,Brooklyn,NY
145373,4,3.42,0.0,0.7,0.0,0.0,1.0,0.0,"Sim Ops Studios, Inc.",0.8526987364733577,2006,2006,San Francisco,CA
145382,4,1.6,1.6,1.6,0.0,0.0,0.0,0.0,My Digital Shield,0.8417316277957976,2013,2013,Wilmington,DE
145505,5,29.1,0.0,18.1,0.0,0.0,0.0,0.0,NextInput Inc.,0.9411654610070984,2010,2010,Mountain View,CA
145510,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,bop.fm,0.8490188259396243,2013,2013,San Francisco,CA
145522,15,192.75,6.75,192.75,0.0,0.0,0.0,0.0,"Button, Inc.",0.8116566701727208,2014,2014,New York,NY
145564,4,4.34,4.34,4.34,0.0,0.0,1.0,0.0,"CrowdTangle, Inc.",0.9181598972709792,2011,2011,Baltimore,MD
145723,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FireStop,0.8950366618180855,2013,2013,New York,NY
145777,2,0.08,0.08,0.08,0.0,0.0,0.0,0.0,Sympler,0.833450018468764,2013,2013,New York,NY
145815,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"ArcheMedX, Inc.",0.7698339969758102,2012,2012,Charlottesville,VA
145837,3,228.02,0.0,0.0,0.0,0.0,1.0,213.0,"Rightside Group, Ltd. ",0.8148281035259662,2013,2013,Kirkland,WA
145841,9,16.8,7.5,7.5,0.0,0.0,0.0,0.0,Toonimo,0.9520104576333004,2013,2013,New York,NY
145892,3,0.94,0.6900000000000001,0.6900000000000001,0.0,0.0,0.0,0.0,PropelAd,0.9195215857283052,2012,2012,Palo Alto,CA
145901,8,117.8,2.4,117.8,0.0,0.0,0.0,0.0,"FullStory, Inc.",0.9285757385112084,2014,2014,Atlanta,GA
145927,12,10.580000000000002,7.08,7.08,0.0,0.0,0.0,0.0,Peaberry Software Inc.,0.6759351544566872,2012,2012,Portland,OR
145985,2,2.65,2.65,2.65,0.0,0.0,1.0,0.0,PredictionIO,0.9248230709982362,2013,2013,Palo Alto,CA
145992,4,3.0,0.0,2.6,0.0,0.0,0.0,0.0,Manzama,0.9091117177047148,2010,2010,Bend,OR
146013,12,200.0,20.0,200.0,0.0,0.0,0.0,0.0,"Singular, Inc.",0.7904678076002821,2014,2014,San Francisco,CA
146018,2,32.0,0.0,32.0,0.0,0.0,0.0,0.0,Edico Genome Inc.,0.8951899316528863,2013,2013,La Jolla,CA
146030,5,27.54,1.0,7.1,0.0,0.0,1.0,20.0,"Product Hunt, Inc.",0.8710325888251512,2014,2014,San Francisco,CA
146163,8,6.6,0.0,6.6,0.0,0.0,1.0,0.0,"Health Warrior, Inc.",0.9050107793210276,2010,2010,Richmond,VA
146185,10,108.24,2.16,2.16,0.0,0.0,0.0,0.0,"ArchiveSocial, Inc.",0.8197939776344615,2011,2011,Durham,NC
146199,11,402.1,1.5,402.1,0.0,0.0,0.0,0.0,PolicyGenius Inc.,0.6501991559502087,2014,2014,New York,NY
146211,4,16.55,4.5,16.5,0.0,0.0,0.0,0.0,"Solvvy, Inc.",0.8755948750545859,2013,2013,Palo Alto,CA
146238,2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Trance Inc.,0.8228762610239592,2013,2013,Mountain View,CA
146360,9,13.49,0.0,5.75,0.0,0.0,0.0,0.0,"MatterFab, Inc.",0.8957395319807503,2013,2013,Bloomington,IN
146444,4,10.14,0.0,6.0,0.0,0.0,0.0,0.0,"VisiQuate, Inc.",0.8545304626147123,2009,2009,Santa Rosa,CA
146459,10,179.3,1.1,31.3,0.0,0.0,0.0,0.0,"TodayTix, Inc.",0.8541262416992668,2013,2013,New York,NY
146513,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NextGame,0.8848770013465649,2011,2011,Charlottesville,VA
146582,3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,IOU Financial,0.8372817863667855,2011,2011,Kennesaw,GA
146620,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aether Investment Partners,0.8335274330346113,2009,2009,Denver,CO
146700,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NTE Energy,0.6757217258128184,2009,2009,Saint Augustine,FL
146748,1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,Admiral Records Management,0.7945852208947636,2006,2006,Montgomery,AL
146778,5,23.2,0.0,12.6,0.0,0.0,0.0,0.0,"PhysIQ, Inc.",0.7744077412124022,2013,2013,Naperville,IL
146793,4,1.2,1.2,1.2,0.0,0.0,0.0,0.0,"VidAngel, Inc.",0.8610330395070893,2014,2014,Provo,UT
146923,9,2.0,2.0,2.0,0.0,0.0,1.0,0.0,SIA Mailigen,0.874685841079056,2010,2010,New York,NY
146932,6,32.36,2.6,28.6,0.0,0.0,0.0,0.0,"YouNow, Inc.",0.937020286143752,2011,2011,New York,NY
146944,10,7.01,6.34,6.34,0.0,0.0,0.0,0.0,"Enertiv, Inc.",0.012710989151900252,2009,2009,New York,NY
146980,8,33.2,0.0,0.0,0.0,0.0,0.0,0.0,"HumanAPI, Inc.",0.7743266836338855,2013,2013,Redwood City,CA
147029,4,25.2,2.0,25.2,0.0,0.0,0.0,0.0,"Thinknum, Inc.",0.8831772099547399,2013,2013,New York,NY
147136,2,3.7,3.7,3.7,0.0,0.0,0.0,0.0,ProofPilot,0.8615683878689608,2013,2013,New York,NY
147164,12,15.24,7.5,7.5,0.0,0.0,1.0,0.0,"LaunchKey, Inc.",0.8825088584955505,2012,2012,Las Vegas,NV
147171,2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,SpokenLayer,0.9331384769939068,2012,2012,New York,NY
147233,6,4.800000000000002,4.800000000000002,4.800000000000002,0.0,0.0,1.0,0.0,Do.com,0.8683851685220721,2013,2013,San Francisco,CA
147240,2,2.6,2.6,2.6,0.0,0.0,0.0,0.0,Vakast,0.8214819312410423,2013,2013,Newport Beach,CA
147242,2,15.0,2.0,15.0,0.0,0.0,1.0,0.0,"Resy Network, Inc.",0.8999693229551721,2014,2014,New York,NY
147328,5,6.58,0.8,6.58,0.0,0.0,0.0,0.0,"Wantable, Inc.",0.8745966675295913,2012,2012,Milwaukee,WI
147416,9,51.27,0.0,44.92,0.0,0.0,0.0,0.0,"GOQii, Inc.",0.9208998282594612,2014,2014,Menlo Park,CA
147455,8,24.8,9.6,24.8,0.0,0.0,0.0,0.0,"BitVault, Inc.",0.8469320343512601,2013,2013,Venice,CA
147460,6,44.92,0.8,35.59999999999999,0.0,0.0,0.0,0.0,Parachute Home Inc.,0.8422563621282213,2013,2013,Venice,CA
147579,6,14.0,0.0,14.0,0.0,0.0,1.0,0.0,"Metanautix, Inc.",0.8708509724432595,2012,2012,Palo Alto,CA
147704,3,2.25,0.0,0.0,0.0,0.0,0.0,0.0,"Vital Vio, Inc.",0.7757674376956916,2012,2012,Troy,NY
147711,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,Isoplexis Corporation,0.8521621276334855,2013,2013,Branford,CT
147862,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Next Caller Inc.,0.8833151860917421,2012,2012,New York,NY
147897,3,1.5,1.5,1.5,0.0,0.0,0.0,0.0,Poshly,0.870318965371494,2011,2011,New York,NY
147914,2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,WikiWand,0.8254564708950112,2013,2013,San Francisco,CA
147962,2,8.1,0.0,8.1,0.0,0.0,0.0,0.0,Amplify,0.8533373517303786,2011,2011,Venice,CA
148052,6,24.4,3.2,24.4,0.0,0.0,0.0,0.0,Impraise Inc.,0.9116237913524956,2014,2014,New York,NY
148060,12,70.5,0.0,22.5,0.0,0.0,0.0,0.0,"Madwire, LLC",0.5232973085335415,2009,2009,Fort Collins,CO
148145,8,123.0,0.0,123.0,0.0,0.0,0.0,0.0,"Platform9 Systems, Inc.",0.02465474649327564,2013,2013,Sunnyvale,CA
148146,3,18.0,0.0,18.0,0.0,0.0,0.0,0.0,Agent Ace Inc.,0.8559861876581601,2010,2010,Santa Monica,CA
148156,5,61.62000000000001,0.9,45.9,0.0,0.0,0.0,0.0,"Dolls Kill, Inc.",0.796462448949858,2012,2012,San Francisco,CA
148167,6,19.5,1.5,19.5,0.0,0.0,0.0,0.0,Synup Inc.,0.8245616865575645,2014,2014,Wilmington,DE
148267,16,105.96,0.0,18.0,0.0,0.0,0.0,0.0,"PeerNova, Inc.",0.8930797712576958,2013,2013,San Jose,CA
148273,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,"Cross River Fiber, LLC",0.7448033803593515,2011,2011,Morristown,NJ
148358,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Spiral,0.9023294976880656,2014,2014,Palo Alto,CA
148384,5,74.8,0.0,73.7,0.0,0.0,0.0,0.0,"Fugue, Inc.",0.40878470262612704,2012,2012,Frederick,MD
148395,14,468.0,0.0,220.0,0.0,0.0,1.0,104.0,"Saavn, LLC",0.8975284806113037,2007,2007,New York,NY
148475,2,0.24,0.24,0.24,0.0,0.0,0.0,0.0,WalkSource,0.8741399848857321,2014,2014,Redwood City,CA
148482,13,42.3,12.0,39.0,0.0,0.0,1.0,0.0,"Conversion Logic, Inc.",0.8513054612547126,2014,2014,Los Angeles,CA
148495,2,1.3,1.3,1.3,0.0,0.0,0.0,0.0,Naytev,0.8232403464533501,2014,2014,San Francisco,CA
148506,5,62.52,1.02,62.52,0.0,0.0,0.0,0.0,ShipBob Inc.,0.8377480166778429,2014,2014,Chicago,IL
148595,11,433.21,3.42,224.61,0.0,0.0,0.0,0.0,"DataRobot, Inc.",0.8471202568139866,2012,2012,Boston,MA
148614,2,2.62,2.62,2.62,0.0,0.0,0.0,0.0,Zen99,0.7442148052474027,2014,2014,San Francisco,CA
148626,17,273.8,11.8,273.8,0.0,0.0,0.0,0.0,"Benchling, Inc.",0.9191530029248314,2012,2012,San Francisco,CA
148635,2,12.0,0.0,12.0,0.0,0.0,0.0,0.0,Aptible Inc.,0.9267863786042704,2013,2013,San Francisco,CA
148640,8,11.0,3.0,11.0,0.0,0.0,0.0,0.0,East Meet East Inc.,0.6466060800183447,2013,2013,New York,NY
148710,12,113.70000000000002,7.199999999999998,113.70000000000002,0.0,0.0,0.0,0.0,Algorithmia Inc.,0.8924879621223608,2013,2013,Seattle,WA
148728,2,1.3,1.3,1.3,0.0,0.0,0.0,0.0,"Doblet, Inc.",0.43676957423562224,2014,2014,San Francisco,CA
148731,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zenamins,0.8098472959263139,2014,2014,San Francisco,CA
148748,3,13.05,2.5,13.05,0.0,0.0,1.0,0.0,"PlayFab, Inc.",0.9060575301208676,2014,2014,Seattle,WA
